Primary Health Clinics ,51.93594758,51.93637328,51.93572817,51.93656661,51.93622894,51.93570735,51.9357303,51.93572958,51.93596738,51.93574079,51.93601557,51.93593235,51.93573048,51.93579239
Classrooms ,65.41194226,65.41300269,65.41313479,65.41215462,65.41284059,65.4128206,65.41283093,65.41290702,65.41279535,65.41272197,65.4127894,65.41262691,65.4127864,65.41269942
Police Stations ,58.77863772,58.77853006,58.77858579,58.77974891,58.77872295,58.77928331,58.77886583,58.77909881,58.77893012,58.77889455,58.77896864,58.7792103,58.77892248,58.77893982
Fertilizer ,99.60539004,99.60453544,99.60485536,99.60405815,99.60440413,99.60430527,99.60452769,99.60451997,99.60452083,99.60465661,99.60454744,99.60446412,99.60449529,99.6045975
Vocational Centers ,54.42821347,54.42858308,54.42837547,54.4285868,54.42823253,54.42861511,54.42871951,54.42842066,54.42856611,54.42847503,54.42829087,54.42851292,54.42862215,54.42861931
Solar Powered Borehole ,79.83986894,79.83897545,79.83932042,79.83888492,79.83957085,79.83926837,79.83932574,79.83932396,79.83922021,79.83951104,79.83938808,79.83925339,79.8394432,79.83935156
