Year ,,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Government Oil revenue naira billion,,724400000000,1591700000000,1707600000000,1230900000000,2074300000000,3354800000000,4762400000000,5287600000000,4462900000000,6530600000000,3191900000000,5396100000000,8879000000000,8025950000000
